path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/case_lists/cases_all.txt	syn30358148	cases_all.txt	syn30358150	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/case_lists/cases_cna.txt	syn30358148	cases_cna.txt	syn30358151	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/case_lists/cases_sequenced.txt	syn30358148	cases_sequenced.txt	syn30358154	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/case_lists/cases_cnaseq.txt	syn30358148	cases_cnaseq.txt	syn30358153	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_imaging.txt	syn30358098	meta_timeline_imaging.txt	syn30358141	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_treatment.txt	syn30358098	meta_timeline_treatment.txt	syn30358147	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_sample_acquisition.txt	syn30358098	meta_timeline_sample_acquisition.txt	syn30358144	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_MSK-IMPACT410.txt	syn30358098	data_gene_panel_MSK-IMPACT410.txt	syn30358112	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_UHN-48-V1.txt	syn30358098	data_gene_panel_UHN-48-V1.txt	syn30358114	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_VICC-01-T5A.txt	syn30358098	data_gene_panel_VICC-01-T5A.txt	syn30358118	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_VICC-01-SOLIDTUMOR.txt	syn30358098	data_gene_panel_VICC-01-SOLIDTUMOR.txt	syn30358117	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_MSK-IMPACT468.txt	syn30358098	data_gene_panel_MSK-IMPACT468.txt	syn30358113	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_DFCI-ONCOPANEL-1.txt	syn30358098	data_gene_panel_DFCI-ONCOPANEL-1.txt	syn30358107	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_clinical_sample.txt	syn30358098	data_clinical_sample.txt	syn30358101	True	text/plain				
